1346.08,NaN,9.2833,NaN,NaN,NaN,NaN,NaN,NaN
1377.02,NaN,30.9443,NaN,NaN,NaN,NaN,NaN,NaN
1392.49,NaN,-278.498,NaN,30.9443,NaN,NaN,18.5666,NaN
1398.68,NaN,-269.215,NaN,30.9443,NaN,NaN,52.6052,145.438
1426.53,NaN,-263.026,NaN,43.322,18.5666,-9.2833,80.4551,154.721
1460.57,NaN,-219.704,0,52.6052,30.9443,30.9443,77.3607,210.421
1479.14,NaN,-213.515,12.3777,99.0216,49.5108,30.9443,111.399,232.082
1506.99,NaN,-179.477,30.9443,102.116,139.249,37.1331,154.721,272.31
1525.55,NaN,-142.344,9.2833,136.155,145.438,83.5495,139.249,272.31
1562.69,NaN,-129.966,9.2833,142.344,176.382,114.494,176.382,318.726
1575.06,NaN,-89.7384,3.0944,198.043,198.043,114.494,182.571,318.726
1612.2,NaN,-64.9829,9.2833,182.571,207.327,176.382,198.043,343.481
1640.05,NaN,-80.4551,21.661,201.138,238.271,176.382,232.082,346.576
1658.61,NaN,-24.7554,12.3777,228.988,263.026,207.327,250.648,386.803
1655.52,NaN,-24.7554,37.1331,281.593,275.404,232.082,256.837,414.653
1670.99,NaN,27.8498,68.0774,250.648,306.348,250.648,309.443,454.881
1686.46,NaN,58.7941,64.9829,315.632,337.292,269.215,337.292,464.164
1717.41,3.0944,55.6997,89.7384,315.632,334.198,306.348,365.142,513.675
1754.54,30.9443,77.3607,145.438,346.576,377.52,324.915,386.803,526.052
1773.11,30.9443,86.6439,160.91,399.181,417.747,346.576,383.709,541.524
1782.39,49.5108,129.966,176.382,392.992,423.936,337.292,430.125,566.28
1816.43,102.116,136.155,219.704,414.653,430.125,368.237,433.22,609.602
1816.43,117.588,154.721,244.46,417.747,433.22,411.559,482.73,603.413
1838.09,154.721,160.91,303.254,451.786,470.353,427.031,522.958,677.679
1878.32,164.005,179.477,309.443,501.297,522.958,464.164,532.241,671.49
1875.22,170.193,238.271,349.67,501.297,504.391,529.147,553.902,711.718
1909.26,194.949,256.837,358.953,547.713,556.997,504.391,606.508,739.568
1940.21,266.121,269.215,399.181,560.091,587.941,526.052,646.735,755.04
1946.39,293.97,300.159,392.992,578.658,594.13,572.469,662.207,770.512
1946.39,318.726,306.348,427.031,606.508,606.508,591.035,686.963,813.834
1971.15,343.481,368.237,467.258,591.035,649.83,603.413,693.151,854.062
2005.19,368.237,355.859,479.636,643.641,662.207,615.791,736.473,881.911
