NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
18.5666,0,NaN,NaN,NaN,NaN
43.322,-3.0944,-15.4721,NaN,NaN,6.1889
58.7941,49.5108,27.8498,3.0944,NaN,30.9443
114.494,83.5495,49.5108,6.1889,9.2833,52.6052
157.816,105.211,64.9829,46.4164,27.8498,43.322
213.515,133.06,74.2662,52.6052,86.6439,80.4551
204.232,201.138,126.871,95.9272,114.494,99.0216
253.743,228.988,133.06,120.683,136.155,133.06
272.31,256.837,167.099,173.288,139.249,157.816
312.537,244.46,198.043,182.571,198.043,207.327
352.765,281.593,210.421,185.666,219.704,216.61
405.37,321.82,244.46,256.837,256.837,269.215
414.653,331.104,290.876,250.648,238.271,278.498
451.786,380.614,324.915,272.31,269.215,358.953
464.164,399.181,328.009,287.782,324.915,383.709
504.391,454.881,371.331,337.292,324.915,355.859
529.147,461.069,389.898,343.481,362.048,420.842
575.563,492.014,417.747,368.237,368.237,451.786
609.602,516.769,464.164,383.709,392.992,479.636
621.98,507.486,516.769,402.275,436.314,467.258
631.263,547.713,516.769,414.653,467.258,535.336
693.151,572.469,526.052,457.975,476.542,529.147
705.529,600.319,603.413,498.203,513.675,563.185
727.19,640.546,615.791,504.391,538.43,603.413
742.662,668.396,625.074,544.619,560.091,625.074
761.229,727.19,649.83,556.997,578.658,618.885
798.362,711.718,705.529,584.846,618.885,711.718
841.684,721.001,711.718,603.413,646.735,739.568
850.967,773.607,711.718,637.452,662.207,758.134
891.195,776.701,724.096,631.263,696.246,782.89
931.422,798.362,776.701,662.207,708.623,804.551
977.839,835.495,764.323,702.435,727.19,826.212
965.461,857.156,798.362,711.718,742.662,869.534
1011.88,928.328,816.929,727.19,764.323,885.006
1008.78,943.8,866.439,758.134,795.268,946.894
1045.92,962.367,881.911,807.645,826.212,977.839
1089.24,1005.69,903.572,798.362,838.589,1045.92
1104.71,1036.63,912.856,829.306,875.722,1070.67
1123.28,1042.82,946.894,891.195,909.761,1120.18
1117.09,1101.62,993.311,915.95,891.195,1113.99
1194.45,1110.9,1027.35,925.233,934.517,1138.75
1231.58,1154.22,1042.82,937.611,965.461,1169.69
1237.77,1182.07,1052.1,984.028,968.555,1185.17
1253.24,1191.35,1095.43,993.311,1005.69,1219.2
1302.75,1243.96,1135.65,1018.07,1049.01,1228.49
1321.32,1274.9,1151.13,1024.26,1064.48,1293.47
1346.08,1281.09,1172.79,1061.39,1067.58,1284.19
1383.21,1305.85,1185.17,1058.29,1076.86,1290.38
1401.78,1318.23,1250.15,1095.43,1089.24,1352.26
1454.38,1361.55,1234.68,1104.71,1151.13,1364.64
1482.23,1370.83,1293.47,1126.37,1160.41,1411.06
1519.36,1420.34,1315.13,1144.94,1209.92,1460.57
1534.84,1432.72,1318.23,1182.07,1182.07,1460.57
1537.93,1476.04,1383.21,1213.02,1209.92,1519.36
1599.82,1494.61,1392.49,1228.49,1247.05,1550.31
1609.1,1519.36,1429.62,1271.81,1274.9,1550.31
1643.14,1547.21,1476.04,1302.75,1287.28,1602.91
1658.61,1602.91,1506.99,1312.04,1321.32,1633.86
1705.03,1606.01,1544.12,1339.89,1308.94,1624.57
1705.03,1661.71,1550.31,1339.89,1355.36,1661.71
1754.54,1667.9,1571.97,1361.55,1349.17,1670.99
1782.39,1705.03,1609.1,1383.21,1398.68,1686.46
1800.96,1723.6,1643.14,1414.15,1401.78,1720.5
1804.05,1742.16,1643.14,1442,1426.53,1782.39
1813.33,1785.48,1667.9,1454.38,1460.57,1785.48
1847.37,1816.43,1714.31,1482.23,1460.57,1797.86
